;Run;ID;Experiment;Timepoint..dpi.;infected_control.control;infected_control.infected;Library.paired;Library.single;avgSpotLen;infection_type;Category.control;Category.drought;Category.fungal biotroph;Category.necrotoph;Category.nematode;Category.oomycete biotroph;Category.protist biotroph;Category.viral biotroph;Category.viral pathogen;Category_trophs.;Category_trophs.biotroph;Category_trophs.control;Category_trophs.drought;Category_trophs.necrotroph;Tissue.entire seed;Tissue.full aerial;Tissue.leaf;Tissue.root;Tissue.whole plant;Timepoint_dpi.0;Timepoint_dpi.0,25;Timepoint_dpi.0,5;Timepoint_dpi.1;Timepoint_dpi.10;Timepoint_dpi.14;Timepoint_dpi.17;Timepoint_dpi.2;Timepoint_dpi.20;Timepoint_dpi.21;Timepoint_dpi.24;Timepoint_dpi.3;Timepoint_dpi.4;Timepoint_dpi.5;Timepoint_dpi.6;Timepoint_dpi.7;pathogen;pathogen_abbr;inf_path.A. brassicae;inf_path.B. cinerea;inf_path.control;inf_path.Drought;inf_path.E. cichoracearum;inf_path.E. cruciferarum;inf_path.G. orontii;inf_path.H. schachtii;inf_path.Hpa;inf_path.M. javanica;inf_path.P. brassicae;inf_path.TuMV;inf_path.TuYV;p_pseudoaligned;LibrarySize;n_processed;LibrarySize_kallisto;P.brassicae_leaf;P.brassicae_root;TuMV_AS;TuMV_DS
180;SRR30310364;201;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;74.4;15539524;20880148;15539524;0;0;1;0
181;SRR30310365;202;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;79.3;18190820;22926995;18190820;0;0;1;0
182;SRR30310366;203;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;76.3;19674936;25781706;19674936;0;0;1;0
183;SRR30310367;204;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;71.7;14467250;20165339;14467250;0;0;1;0
184;SRR30310368;205;Turnip mosaic virus (TuMV);14;0;1;1;0;300;TuMV-AS;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;67.4;13284374;19697324;13284374;0;0;1;0
185;SRR30310369;206;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;95.9;20751924;21628907;20751924;0;0;0;0
186;SRR30310370;207;Turnip mosaic virus (TuMV);14;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;1;0;0;0;0;0;0;0;0;0;0;96;23076309;24044425;23076309;0;0;0;0
150;SRR24657655;208;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Evolved TuMV infected passage 12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;64.7;15971581;24668579;15971581;0;0;0;1
151;SRR24657656;209;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Evolved TuMV infected passage 12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;64.4;16351959;25373823;16351959;0;0;0;1
152;SRR24657657;210;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Evolved TuMV infected passage 12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;57;12357482;21694683;12357482;0;0;0;1
153;SRR24657658;211;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Evolved TuMV infected passage 12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;62.9;14077399;22376738;14077399;0;0;0;1
154;SRR24657659;212;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Evolved TuMV infected passage 12;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;60.4;13063892;21623904;13063892;0;0;0;1
155;SRR24657669;213;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Naïve TuMV infected\, passage 1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;72.1;14741057;20451802;14741057;0;0;1;0
156;SRR24657680;214;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Naïve TuMV infected\, passage 1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;75.2;17612346;23425495;17612346;0;0;1;0
157;SRR24657691;215;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Naïve TuMV infected\, passage 1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;73.3;17061110;23264794;17061110;0;0;1;0
158;SRR24657702;216;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Naïve TuMV infected\, passage 1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;72.6;15837145;21828275;15837145;0;0;1;0
159;SRR24657703;217;Turnip mosaic virus (TuMV) 3;14;0;1;1;0;300;Naïve TuMV infected\, passage 1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip mosaic virus (TuMV);TuMV;0;0;0;0;0;0;0;0;0;0;0;1;0;77.2;15720499;20374483;15720499;0;0;1;0
21;ERR7738942;218;Turnip yellows virus (TuYV);14;0;1;1;0;150;infected;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip yellows virus (TuYV);TuYV;0;0;0;0;0;0;0;0;0;0;0;0;1;94.4;25530514;27031002;25530514;0;0;0;0
22;ERR7738943;219;Turnip yellows virus (TuYV);14;0;1;1;0;150;infected;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip yellows virus (TuYV);TuYV;0;0;0;0;0;0;0;0;0;0;0;0;1;94.6;29159598;30823937;29159598;0;0;0;0
23;ERR7738944;220;Turnip yellows virus (TuYV);14;0;1;1;0;150;infected;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Turnip yellows virus (TuYV);TuYV;0;0;0;0;0;0;0;0;0;0;0;0;1;94.8;28693752;30274742;28693752;0;0;0;0
187;SRR30606508;221;Botrytis cinerea;0,5;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;83.5;37585094;45011607;37585094;0;0;0;0
188;SRR30606509;222;Botrytis cinerea;0,25;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;92.6;40208888;43408739;40208888;0;0;0;0
189;SRR30606510;223;Botrytis cinerea;0,25;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;90.4;40560584;44852753;40560584;0;0;0;0
190;SRR30606511;224;Botrytis cinerea;0,25;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;89.2;38191357;42807831;38191357;0;0;0;0
191;SRR30606517;225;Botrytis cinerea;4;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;95.8;41033881;42828166;41033881;0;0;0;0
192;SRR30606518;226;Botrytis cinerea;4;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;96.5;42727998;44297401;42727998;0;0;0;0
193;SRR30606519;227;Botrytis cinerea;4;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;95.6;40274784;42138299;40274784;0;0;0;0
194;SRR30606520;228;Botrytis cinerea;3;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;95.9;41745147;43551843;41745147;0;0;0;0
195;SRR30606521;229;Botrytis cinerea;0;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;0;1;0;0;0;0;0;0;0;0;0;0;96;19176298;19976079;19176298;0;0;0;0
196;SRR30606522;230;Botrytis cinerea;3;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;93.5;39242570;41967058;39242570;0;0;0;0
197;SRR30606523;231;Botrytis cinerea;3;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;95.8;40390307;42166101;40390307;0;0;0;0
198;SRR30606524;232;Botrytis cinerea;2;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;88.8;39811945;44855036;39811945;0;0;0;0
199;SRR30606525;233;Botrytis cinerea;2;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;94.3;41436029;43944350;41436029;0;0;0;0
200;SRR30606526;234;Botrytis cinerea;2;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;91.5;40080150;43796057;40080150;0;0;0;0
201;SRR30606527;235;Botrytis cinerea;1;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;93;39184558;42154217;39184558;0;0;0;0
202;SRR30606528;236;Botrytis cinerea;1;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;93.5;39476070;42211821;39476070;0;0;0;0
203;SRR30606529;237;Botrytis cinerea;1;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;92.2;42182037;45739815;42182037;0;0;0;0
204;SRR30606530;238;Botrytis cinerea;0,5;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;93;38521474;41439622;38521474;0;0;0;0
205;SRR30606531;239;Botrytis cinerea;0,5;0;1;1;0;300;infected;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;1;0;0;0;0;0;0;0;0;0;0;0;88.9;37595125;42279314;37595125;0;0;0;0
206;SRR30606532;240;Botrytis cinerea;0;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;0;1;0;0;0;0;0;0;0;0;0;0;97;20866078;21519588;20866078;0;0;0;0
207;SRR30606533;241;Botrytis cinerea;0;1;0;1;0;300;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Botrytis cinerea;B. cinerea;0;0;1;0;0;0;0;0;0;0;0;0;0;97;20889768;21546829;20889768;0;0;0;0
108;SRR18568313;242;Alternaria brassicae;10;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.4;49681644;51541986;49681644;0;0;0;0
109;SRR18568314;243;Alternaria brassicae;10;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.3;49684846;51576600;49684846;0;0;0;0
110;SRR18568315;244;Alternaria brassicae;10;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96;49638995;51693464;49638995;0;0;0;0
111;SRR18568316;245;Alternaria brassicae;6;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;94.6;48417804;51175380;48417804;0;0;0;0
112;SRR18568317;246;Alternaria brassicae;6;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;94.2;48215209;51188912;48215209;0;0;0;0
113;SRR18568318;247;Alternaria brassicae;6;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;91.3;46876572;51334948;46876572;0;0;0;0
114;SRR18568319;248;Alternaria brassicae;3;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.3;49981250;51915012;49981250;0;0;0;0
115;SRR18568320;249;Alternaria brassicae;3;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.1;49670818;51660306;49670818;0;0;0;0
116;SRR18568321;250;Alternaria brassicae;3;1;0;0;1;100;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;0;0;1;0;0;0;0;0;0;0;0;0;0;96.9;50187044;51779478;50187044;0;0;0;0
117;SRR18568322;251;Alternaria brassicae;10;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;48.6;49600920;102153386;49600920;0;0;0;0
118;SRR18568323;252;Alternaria brassicae;10;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;57.5;58837935;102415786;58837935;0;0;0;0
119;SRR18568324;253;Alternaria brassicae;10;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;41.4;42298668;102223536;42298668;0;0;0;0
120;SRR18568325;254;Alternaria brassicae;6;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;19. Feb;19625078;101979688;19625078;0;0;0;0
121;SRR18568326;255;Alternaria brassicae;6;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;17. Feb;17506954;101933502;17506954;0;0;0;0
122;SRR18568327;256;Alternaria brassicae;6;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;20. Apr;20807681;101877456;20807681;0;0;0;0
123;SRR18568328;257;Alternaria brassicae;3;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;40.9;41799974;102288192;41799974;0;0;0;0
124;SRR18568329;258;Alternaria brassicae;3;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;23. Feb;22484276;96984704;22484276;0;0;0;0
125;SRR18568330;259;Alternaria brassicae;3;0;1;0;1;100;Abra43;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Alternaria brassicae;A. brassicae;1;0;0;0;0;0;0;0;0;0;0;0;0;35.2;36598109;103856890;36598109;0;0;0;0
144;SRR24107301;260;Drought;0;0;1;1;0;202;salinity (mannitol);0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;0;1;0;0;0;0;0;0;0;0;0;76;23841832;31358207;23841832;0;0;0;0
145;SRR24107302;261;Drought;0;0;1;1;0;202;salinity (mannitol);0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;0;1;0;0;0;0;0;0;0;0;0;77.3;24116092;31187085;24116092;0;0;0;0
146;SRR24107303;262;Drought;0;0;1;1;0;202;drought (NaCl);0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;0;1;0;0;0;0;0;0;0;0;0;66.8;20786177;31096038;20786177;0;0;0;0
147;SRR24107304;263;Drought;0;0;1;1;0;202;drought (NaCl);0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;0;1;0;0;0;0;0;0;0;0;0;73.5;23064586;31374763;23064586;0;0;0;0
148;SRR24107305;264;Drought;0;1;0;1;0;202;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;1;0;0;0;0;0;0;0;0;0;0;68.7;21347202;31064384;21347202;0;0;0;0
149;SRR24107306;265;Drought;0;1;0;1;0;202;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Drought;Drought;0;0;1;0;0;0;0;0;0;0;0;0;0;70.1;22040811;31422652;22040811;0;0;0;0
1;1_5_S4;266;Erisyphe cruciferarum;1;0;1;0;1;NA;powdery mildew;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
2;1_9_S8;267;Erisyphe cruciferarum;4;1;0;0;1;NA;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
4;2_9_S21;268;Erisyphe cruciferarum;4;1;0;0;1;NA;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
6;3_9_S30;271;Erisyphe cruciferarum;4;1;0;0;1;NA;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
8;4_13_S43;275;Erisyphe cruciferarum;4;0;1;0;1;NA;powdery mildew;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
7;4_1_S31;272;Erisyphe cruciferarum;1;1;0;0;1;NA;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
9;4_5_S35;273;Erisyphe cruciferarum;1;0;1;0;1;NA;powdery mildew;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
10;4_9_S39;274;Erisyphe cruciferarum;4;1;0;0;1;NA;control;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
12;5_13_S59;279;Erisyphe cruciferarum;4;0;1;0;1;NA;powdery mildew;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Erisyphe cruciferarum;E. cruciferarum;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;NA;NA;0;0;0;0
